#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	species 
SNV11514.1	AVR58_05435	2.14e-09	101	34.653	31	639	SNV11514.1 substrate of the Dot/Icm secretion system 	L. waltersii
STY32165.1	AVR58_05435	2.18e-09	207	26.570	55	416	STY32165.1 Dot/Icm T4SS effector 	L. worsleiensis
CEE15046.1	AVR58_05435	4.12e-09	203	25.123	55	375	CEE15046.1 hypothetical protein BN1094_03626 	L. massiliensis
AOU50007.1	AVR58_05435	6.55e-09	129	28.682	39	647	AOU50007.1 Rab1 guanine nucleotide exchange factor DrrA 	L. pneumophila
STY16269.1	AVR58_05435	1.82e-08	210	25.238	56	456	STY16269.1 Dot/Icm T4SS effector 	L. quateirensis
MBL7479429.1	AVR58_05435	2.14e-08	122	29.508	36	451	MBL7479429.1 hypothetical protein IZU94_05565 	L. sp. 27fs60
WED42263.1	AVR58_05435	3.02e-08	111	36.937	33	683	WED42263.1 hypothetical protein PXX05_10025 	L. cardiaca
STX28805.1	AVR58_05435	3.92e-08	203	27.094	56	264	STX28805.1 Dot/Icm T4SS effector 	L. beliardensis
AOU47800.1	AVR58_05435	4.25e-08	204	23.529	56	397	AOU47800.1 hypothetical protein A9E85_00495 	L. pneumophila
KTD36035.1	AVR58_05435	4.66e-08	101	36.634	30	676	KTD36035.1 exported protein of unknown function 	L. nautarum
KTC85143.1	AVR58_05435	7.03e-08	123	28.455	34	244	KTC85143.1 multifunctional virulence effector protein DrrA 	L. brunensis
MBL7481526.1	AVR58_05435	1.27e-07	207	25.121	56	455	MBL7481526.1 hypothetical protein IZU94_16310 	L. sp. 27fs60
WED42493.1	AVR58_05435	3.15e-07	123	26.829	38	280	WED42493.1 hypothetical protein PXX05_11280 	L. cardiaca
CEG61562.1	AVR58_05435	4.19e-07	211	24.171	56	298	CEG61562.1 protein of unknown function 	L. micdadei
STX35579.1	AVR58_05435	4.86e-07	205	24.878	55	337	STX35579.1 Dot/Icm T4SS effector 	L. cincinnatiensis
STX33197.1	AVR58_05435	7.17e-07	98	27.551	30	616	STX33197.1 substrate of the Dot/Icm secretion system 	L. birminghamensis
CBJ11682.1	AVR58_05435	1.46e-06	205	23.902	55	364	CBJ11682.1 hypothetical protein LLO_1322 	L. longbeachae NSW150
RUR22525.1	AVR58_05435	1.55e-06	108	34.259	32	318	RUR22525.1 hypothetical protein ELY20_09555 	L. qingyii
USQ14927.1	AVR58_05435	2.29e-06	207	24.155	56	271	USQ14927.1 hypothetical protein J2N86_06430 	L. lytica
STX61467.1	AVR58_05435	2.37e-06	104	31.731	32	692	STX61467.1 putative teichoic acid biosynthesis protein 	L. moravica
KTC96128.1	AVR58_05435	2.66e-06	109	28.440	33	605	KTC96128.1 multifunctional virulence effector protein DrrA 	L. erythra
KTD52078.1	AVR58_05435	2.98e-06	103	28.155	32	619	KTD52078.1 hypothetical protein Lqui_0922 	L. quinlivanii
STX61468.1	AVR58_05435	4.97e-06	109	28.440	34	679	STX61468.1 putative teichoic acid biosynthesis protein 	L. moravica
STX45820.1	AVR58_05435	7.57e-06	97	34.021	30	306	STX45820.1 substrate of the Dot/Icm secretion system 	L. gratiana
STY18955.1	AVR58_05435	1.09e-05	102	31.373	32	528	STY18955.1 substrate of the Dot/Icm secretion system 	L. quateirensis
AWN74744.1	AVR58_05435	1.41e-05	108	32.407	33	314	AWN74744.1 hypothetical protein DLD14_13345 	L. anisa
EHL30056.1	AVR58_05435	1.77e-05	177	25.989	52	570	EHL30056.1 hypothetical protein LDG_7960 	L. drancourtii LLAP12
MCL9685397.1	AVR58_05435	8.30e-05	118	31.356	35	626	MCL9685397.1 hypothetical protein LOX96_14945 	L. sp. HCPI-6
STX61136.1	AVR58_05435	1.01e-04	222	22.973	60	455	STX61136.1 Dot/Icm T4SS effector 	L. moravica
AWN73468.1	AVR58_05435	1.90e-04	211	27.014	58	301	AWN73468.1 hypothetical protein DLD14_06225 	L. anisa
CEG57567.1	AVR58_05435	4.50e-04	223	22.870	59	409	CEG57567.1 Dot/Icm T4SS effector 	L. fallonii LLAP-10
KTD70129.1	AVR58_05435	5.55e-04	137	27.007	39	581	KTD70129.1 multifunctional virulence effector protein DrrA 	L. steelei
KTD63128.1	AVR58_05435	6.78e-04	102	29.412	32	522	KTD63128.1 multifunctional virulence effector protein DrrA 	L. santicrucis
CEE13536.1	AVR58_05435	7.39e-04	99	28.283	30	338	CEE13536.1 Multifunctional virulence effector protein DrrA 	L. massiliensis
STO34470.1	AVR58_05435	8.92e-04	108	29.630	33	281	STO34470.1 RhoGAP domain 	L. bozemanae
STY31340.1	AVR58_05435	0.001	134	25.373	40	227	STY31340.1 substrate of the Dot/Icm secretion system 	L. wadsworthii
STY22605.1	AVR58_05435	0.004	107	30.841	32	321	STY22605.1 substrate of the Dot/Icm secretion system 	L. steigerwaltii
AOU48718.1	AVR58_05460	0.0	424	100.000	100	424	AOU48718.1 hypothetical protein A9E85_05475 	L. pneumophila
STX34895.1	AVR58_05460	0.0	403	65.261	95	414	STX34895.1 Uncharacterised protein 	L. cincinnatiensis
STX44190.1	AVR58_05460	0.0	403	64.516	95	415	STX44190.1 Uncharacterised protein 	L. gratiana
KTD55697.1	AVR58_05460	0.0	403	63.524	95	417	KTD55697.1 hypothetical protein Lsan_3249 	L. santicrucis
AUH73225.1	AVR58_05460	0.0	403	62.283	95	418	AUH73225.1 hypothetical protein CAB17_15075 	L. sainthelensi
STO33057.1	AVR58_05460	1.58e-180	378	64.286	89	415	STO33057.1 Uncharacterised protein 	L. bozemanae
CBJ11779.1	AVR58_05460	4.84e-180	403	61.538	95	416	CBJ11779.1 hypothetical protein LLO_1414 	L. longbeachae NSW150
VEG90871.1	AVR58_05460	2.43e-169	410	58.049	96	424	VEG90871.1 Uncharacterised protein 	L. spiritensis
AOU48720.1	AVR58_05470	0.0	293	100.000	100	293	AOU48720.1 lipase 	L. pneumophila
STO35376.1	AVR58_05470	3.68e-155	286	72.028	98	297	STO35376.1 acetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferase 	L. bozemanae
CBJ13479.1	AVR58_05470	4.04e-153	282	71.986	96	278	CBJ13479.1 Hypothetical protein of unknown function 	L. longbeachae NSW150
STX41923.1	AVR58_05470	4.06e-153	282	73.050	96	284	STX41923.1 putative lipase 	L. gratiana
STX36375.1	AVR58_05470	8.55e-153	282	70.922	96	280	STX36375.1 putative lipase 	L. cincinnatiensis
AWN73185.1	AVR58_05470	3.06e-152	282	72.695	96	289	AWN73185.1 alpha/beta hydrolase 	L. anisa
AUH70889.1	AVR58_05470	2.83e-149	282	70.213	96	280	AUH70889.1 alpha/beta hydrolase 	L. sainthelensi
MCL9685310.1	AVR58_05470	5.38e-149	289	68.166	99	290	MCL9685310.1 alpha/beta hydrolase 	L. sp. HCPI-6
KTD63839.1	AVR58_05470	2.12e-148	282	69.858	96	280	KTD63839.1 putative lipase 	L. santicrucis
STX77799.1	AVR58_05470	1.64e-145	282	69.504	96	285	STX77799.1 putative lipase 	L. parisiensis
USQ13690.1	AVR58_05470	2.69e-142	283	66.784	96	286	USQ13690.1 alpha/beta hydrolase 	L. lytica
STY22686.1	AVR58_05470	2.89e-137	293	66.553	100	297	STY22686.1 putative lipase 	L. steigerwaltii
SNV08775.1	AVR58_05470	8.76e-137	282	64.894	96	284	SNV08775.1 putative lipase 	L. waltersii
STY31187.1	AVR58_05470	2.15e-136	282	65.957	96	319	STY31187.1 putative lipase 	L. wadsworthii
STY25753.1	AVR58_05470	1.72e-89	295	47.797	97	290	STY25753.1 putative lipase 	L. taurinensis
KTC78059.1	AVR58_05470	3.64e-87	280	48.214	94	294	KTC78059.1 putative lipase 	L. brunensis
KTC95723.1	AVR58_05470	6.12e-86	285	47.368	96	285	KTC95723.1 putative lipase 	L. erythra
WED43432.1	AVR58_05470	4.43e-81	248	50.000	83	307	WED43432.1 alpha/beta hydrolase 	L. cardiaca
SFL51252.1	AVR58_05470	8.27e-81	245	50.612	82	283	SFL51252.1 hypothetical protein SAMN02746073_0588 	L. jamestowniensis DSM 19215
SNV46740.1	AVR58_05470	2.34e-80	251	49.402	84	345	SNV46740.1 putative lipase 	L. lansingensis
ASQ46935.1	AVR58_05470	1.40e-79	241	51.867	81	342	ASQ46935.1 Alpha/beta hydrolase family protein 	L. clemsonensis
STX37535.1	AVR58_05470	5.40e-79	264	49.242	88	347	STX37535.1 putative lipase 	L. feeleii
CEK09689.1	AVR58_05470	1.79e-78	253	49.012	85	295	CEK09689.1 putative lipase 	L. hackeliae
STX43841.1	AVR58_05470	6.12e-78	261	49.425	87	351	STX43841.1 putative lipase 	L. donaldsonii
VEH11636.1	AVR58_05470	7.33e-78	244	50.410	83	321	VEH11636.1 putative lipase 	L. jordanis
STX28662.1	AVR58_05470	2.66e-70	252	46.032	86	305	STX28662.1 putative lipase 	L. beliardensis
STX51178.1	AVR58_05470	3.63e-60	260	41.538	86	346	STX51178.1 putative lipase 	L. busanensis
KTD46099.1	AVR58_05470	5.47e-59	270	41.111	92	362	KTD46099.1 putative lipase 	L. quinlivanii
VEG89626.1	AVR58_05470	2.33e-58	304	37.171	90	343	VEG89626.1 putative lipase 	L. spiritensis
QBS11927.1	AVR58_05470	3.32e-58	250	41.600	85	271	QBS11927.1 alpha/beta hydrolase 	L. geestiana
KTD57688.1	AVR58_05470	1.61e-54	242	36.777	82	261	KTD57688.1 putative lipase 	L. shakespearei DSM 23087
STX31229.1	AVR58_05470	3.95e-48	289	37.370	97	362	STX31229.1 putative lipase 	L. birminghamensis
KTD38894.1	AVR58_05470	1.49e-46	263	35.741	86	305	KTD38894.1 putative lipase 	L. nautarum
CEE12503.1	AVR58_05470	2.30e-46	235	40.426	79	281	CEE12503.1 hypothetical protein BN1094_01040 	L. massiliensis
CEG60154.1	AVR58_05470	2.12e-43	228	35.526	75	286	CEG60154.1 protein of unknown function 	L. micdadei
CBJ11350.1	AVR58_05470	0.005	164	26.220	54	238	CBJ11350.1 hypothetical protein LLO_0998 	L. longbeachae NSW150
AOU48721.1	AVR58_05475	0.0	686	100.000	100	686	AOU48721.1 hypothetical protein A9E85_05490 	L. pneumophila
STY18302.1	AVR58_05475	0.0	687	52.984	98	710	STY18302.1 Uncharacterised protein 	L. quateirensis
STX63128.1	AVR58_05475	0.0	687	53.712	94	733	STX63128.1 Uncharacterised protein 	L. moravica
MBL7481218.1	AVR58_05475	0.0	685	51.971	98	708	MBL7481218.1 hypothetical protein IZU94_14750 	L. sp. 27fs60
RUR21341.1	AVR58_05475	0.0	646	52.012	91	680	RUR21341.1 hypothetical protein ELY20_12640 	L. qingyii
CEG57238.1	AVR58_05475	0.0	586	53.925	85	782	CEG57238.1 conserved protein of unknown function 	L. fallonii LLAP-10
CEE12889.1	AVR58_05475	6.65e-159	478	49.791	92	786	CEE12889.1 hypothetical protein BN1094_01433 	L. massiliensis
CEE12889.1	AVR58_05475	3.87e-24	289	32.180	92	786	CEE12889.1 hypothetical protein BN1094_01433 	L. massiliensis
KTD62352.1	AVR58_05475	1.81e-82	421	38.955	54	491	KTD62352.1 hypothetical protein Lsha_1052 	L. shakespearei DSM 23087
AOU48722.1	AVR58_05485	2.45e-174	231	100.000	100	231	AOU48722.1 hypothetical protein A9E85_05500 	L. pneumophila
STO35340.1	AVR58_05485	9.44e-94	207	64.734	90	216	STO35340.1 Uncharacterised protein 	L. bozemanae
STY21655.1	AVR58_05485	1.56e-93	212	63.679	92	216	STY21655.1 Uncharacterised protein 	L. steigerwaltii
QDP72771.1	AVR58_05485	4.00e-93	210	64.286	90	216	QDP72771.1 hypothetical protein FOG18_09475 	L. israelensis
AWN73223.1	AVR58_05485	7.35e-92	215	61.395	93	218	AWN73223.1 hypothetical protein DLD14_04850 	L. anisa
STX77750.1	AVR58_05485	2.81e-87	207	61.353	90	217	STX77750.1 Uncharacterised protein 	L. parisiensis
KTD69214.1	AVR58_05485	3.52e-85	210	59.048	91	216	KTD69214.1 hypothetical protein Lste_2372 	L. steelei
STY31134.1	AVR58_05485	7.12e-76	200	58.000	86	216	STY31134.1 Uncharacterised protein 	L. wadsworthii
BCA96870.1	AVR58_05485	2.36e-40	97	61.856	42	121	BCA96870.1 hypothetical protein TUM19329_32310 	L. antarctica
BCA96867.1	AVR58_05485	1.73e-32	107	54.206	46	129	BCA96867.1 hypothetical protein TUM19329_32280 	L. antarctica
AOU48723.1	AVR58_05490	7.77e-157	212	100.000	100	212	AOU48723.1 hypothetical protein A9E85_05505 	L. pneumophila
STO32844.1	AVR58_05490	1.24e-69	177	55.367	83	213	STO32844.1 Uncharacterised protein 	L. bozemanae
AWN73231.1	AVR58_05490	1.73e-65	203	48.768	95	215	AWN73231.1 hypothetical protein DLD14_04895 	L. anisa
STX71991.1	AVR58_05490	3.61e-65	189	49.735	89	212	STX71991.1 Uncharacterised protein 	L. parisiensis
STX29295.1	AVR58_05490	1.37e-64	172	56.977	77	217	STX29295.1 Uncharacterised protein 	L. beliardensis
STX46249.1	AVR58_05490	1.49e-60	207	44.928	97	210	STX46249.1 Uncharacterised protein 	L. gratiana
AUH70982.1	AVR58_05490	3.39e-59	208	45.192	98	210	AUH70982.1 hypothetical protein CAB17_02115 	L. sainthelensi
KTD63737.1	AVR58_05490	4.05e-58	213	44.601	100	210	KTD63737.1 hypothetical protein Lsan_1170 	L. santicrucis
STX36480.1	AVR58_05490	5.32e-58	208	45.673	97	210	STX36480.1 Uncharacterised protein 	L. cincinnatiensis
CBJ13578.1	AVR58_05490	1.23e-57	195	45.641	92	210	CBJ13578.1 hypothetical protein LLO_3126 	L. longbeachae NSW150
KTC83768.1	AVR58_05490	8.90e-16	110	38.182	48	202	KTC83768.1 hypothetical protein Lbru_1666 	L. brunensis
AOU48733.1	AVR58_05540	0.0	588	100.000	100	588	AOU48733.1 hypothetical protein A9E85_05555 	L. pneumophila
AUH72778.1	AVR58_05540	0.0	585	72.650	99	540	AUH72778.1 hypothetical protein CAB17_12545 	L. sainthelensi
STX35343.1	AVR58_05540	0.0	540	76.481	90	540	STX35343.1 thiol protease 	L. cincinnatiensis
STX44599.1	AVR58_05540	1.98e-118	447	44.295	75	646	STX44599.1 thiol protease 	L. gratiana
STY18915.1	AVR58_05540	1.37e-115	430	46.047	70	584	STY18915.1 thiol protease 	L. quateirensis
CBJ13405.1	AVR58_05540	4.29e-115	430	45.581	70	577	CBJ13405.1 putative eukaryotic thiol (cysteine) protease family protein 	L. longbeachae NSW150
AUH72799.1	AVR58_05540	2.45e-110	369	47.967	62	723	AUH72799.1 hypothetical protein CAB17_12665 	L. sainthelensi
CEG55803.1	AVR58_05540	4.10e-97	359	46.240	61	1934	CEG55803.1 protein of unknown function 	14 coiled-coil domains 	L. fallonii LLAP-10
STY16233.1	AVR58_05540	4.52e-94	362	45.856	61	1174	STY16233.1 ninein 	L. quateirensis
AOU49977.1	AVR58_05540	1.12e-92	405	40.741	69	594	AOU49977.1 hypothetical protein A9E85_12230 	L. pneumophila
MBL7481560.1	AVR58_05540	3.19e-91	363	43.251	61	1174	MBL7481560.1 hypothetical protein IZU94_16480 	L. sp. 27fs60
STX61110.1	AVR58_05540	1.21e-89	362	43.923	61	1175	STX61110.1 ninein 	L. moravica
AOU47829.1	AVR58_05540	1.22e-87	364	45.055	61	1102	AOU47829.1 Dot/Icm secretion system substrate 	L. pneumophila
KTD64147.1	AVR58_05540	2.55e-87	266	55.263	44	984	KTD64147.1 ninein 	L. shakespearei DSM 23087
MCL9683642.1	AVR58_05540	3.25e-84	359	41.783	61	1008	MCL9683642.1 hypothetical protein LOX96_06020 	L. sp. HCPI-6
KTD68340.1	AVR58_05540	5.08e-80	333	41.141	55	487	KTD68340.1 Dot/Icm T4SS effector 	L. steelei
AUH71879.1	AVR58_05540	2.66e-76	305	43.607	51	321	AUH71879.1 hypothetical protein CAB17_07225 	L. sainthelensi
USQ12790.1	AVR58_05540	1.01e-73	267	47.566	45	1188	USQ12790.1 hypothetical protein J2N86_08720 	L. lytica
KTD53070.1	AVR58_05540	2.35e-72	359	42.061	60	1056	KTD53070.1 ninein 	L. quinlivanii
CEG58514.1	AVR58_05540	1.48e-66	378	37.037	64	822	CEG58514.1 protein of unknown function 	L. fallonii LLAP-10
STX31066.1	AVR58_05540	1.87e-66	342	41.228	55	1055	STX31066.1 ninein 	L. birminghamensis
STX35324.1	AVR58_05540	3.28e-62	263	42.966	45	282	STX35324.1 thiol protease 	L. cincinnatiensis
CEE12971.1	AVR58_05540	6.03e-60	331	40.181	56	672	CEE12971.1 hypothetical protein BN1094_01515 	L. massiliensis
AUH72567.2	AVR58_05540	1.16e-59	329	38.602	55	656	AUH72567.2 hypothetical protein CAB17_11220 	L. sainthelensi
AUH72812.2	AVR58_05540	1.30e-59	329	38.602	55	656	AUH72812.2 hypothetical protein CAB17_12765 	L. sainthelensi
CEG55609.1	AVR58_05540	3.12e-59	372	34.946	61	1205	CEG55609.1 conserved protein of unknown function 	L. fallonii LLAP-10
KGP64057.1	AVR58_05540	1.71e-51	225	44.889	38	1357	KGP64057.1 hypothetical protein EP47_07825, partial 	L. norrlandica
CEG56217.1	AVR58_05540	5.84e-43	313	34.505	50	1192	CEG56217.1 protein of unknown function 	L. fallonii LLAP-10
SNU97258.1	AVR58_05540	2.57e-14	181	32.044	31	916	SNU97258.1 ninein 	L. waltersii
AOU48734.1	AVR58_05545	8.65e-179	244	100.000	100	244	AOU48734.1 hypothetical protein A9E85_05560 	L. pneumophila
KTD61463.1	AVR58_05545	9.79e-66	245	47.755	98	238	KTD61463.1 coiled-coil protein 	L. santicrucis
AUH72512.1	AVR58_05545	1.57e-64	250	47.600	98	250	AUH72512.1 hypothetical protein CAB17_10895 	L. sainthelensi
STX35580.1	AVR58_05545	2.07e-64	246	47.561	98	252	STX35580.1 coiled-coil protein 	L. cincinnatiensis
CBJ11681.1	AVR58_05545	8.79e-64	246	46.341	98	252	CBJ11681.1 putative coiled-coil protein 	L. longbeachae NSW150
STX44292.1	AVR58_05545	3.49e-55	248	47.984	98	250	STX44292.1 coiled-coil protein 	L. gratiana
STY18139.1	AVR58_05545	3.50e-41	236	40.254	96	238	STY18139.1 coiled-coil protein 	L. quateirensis
MBL7481062.1	AVR58_05545	7.03e-39	237	38.819	96	238	MBL7481062.1 hypothetical protein IZU94_13955 	L. sp. 27fs60
AUH72549.1	AVR58_05545	5.02e-19	101	42.574	41	470	AUH72549.1 hypothetical protein CAB17_11110 	L. sainthelensi
KTD55870.1	AVR58_05545	1.03e-18	105	40.952	43	476	KTD55870.1 coiled-coil protein 	L. santicrucis
AOU48737.1	AVR58_05565	1.53e-145	196	100.000	100	196	AOU48737.1 hypothetical protein A9E85_05580 	L. pneumophila
STY22417.1	AVR58_05565	5.35e-66	197	51.777	98	199	STY22417.1 Uncharacterised protein 	L. steigerwaltii
STX77014.1	AVR58_05565	9.17e-61	195	47.692	98	211	STX77014.1 Uncharacterised protein 	L. parisiensis
AWN74908.1	AVR58_05565	1.34e-60	196	48.469	99	196	AWN74908.1 hypothetical protein DLD14_14285 	L. anisa
KTD69092.1	AVR58_05565	3.27e-59	184	49.457	93	204	KTD69092.1 hypothetical protein Lste_2250 	L. steelei
STO34623.1	AVR58_05565	4.54e-59	196	46.429	99	196	STO34623.1 Uncharacterised protein 	L. bozemanae
RUR24070.1	AVR58_05565	3.82e-57	198	47.475	98	199	RUR24070.1 hypothetical protein ELY20_05765 	L. qingyii
STY29864.1	AVR58_05565	1.22e-49	196	42.857	99	196	STY29864.1 Uncharacterised protein 	L. wadsworthii
STX36568.1	AVR58_05565	5.62e-45	188	44.681	96	199	STX36568.1 Uncharacterised protein 	L. cincinnatiensis
AUH71070.1	AVR58_05565	4.53e-44	190	41.579	96	204	AUH71070.1 hypothetical protein CAB17_02595 	L. sainthelensi
CBJ13661.1	AVR58_05565	7.25e-43	188	43.085	96	199	CBJ13661.1 hypothetical protein LLO_3206 	L. longbeachae NSW150
RUR24072.1	AVR58_05565	6.82e-40	195	41.538	96	196	RUR24072.1 hypothetical protein ELY20_05780 	L. qingyii
MBL7481242.1	AVR58_05565	7.04e-36	187	38.503	95	218	MBL7481242.1 hypothetical protein IZU94_14870 	L. sp. 27fs60
SNV09121.1	AVR58_05565	7.49e-36	190	40.000	95	197	SNV09121.1 Uncharacterised protein 	L. waltersii
STY17097.1	AVR58_05565	3.28e-35	187	36.898	95	218	STY17097.1 Uncharacterised protein 	L. quateirensis
KTD63560.1	AVR58_05565	6.09e-31	135	42.963	69	140	KTD63560.1 hypothetical protein Lsan_0993 	L. santicrucis
SNV51934.1	AVR58_05565	4.43e-19	156	32.692	97	347	SNV51934.1 Uncharacterised protein 	L. lansingensis
SNV51934.1	AVR58_05565	5.08e-09	106	28.302	97	347	SNV51934.1 Uncharacterised protein 	L. lansingensis
KGP63965.1	AVR58_05565	0.004	70	30.000	36	291	KGP63965.1 hypothetical protein EP47_08685 	L. norrlandica
AOU48742.1	AVR58_05590	0.0	519	100.000	100	519	AOU48742.1 hypothetical protein A9E85_05605 	L. pneumophila
STY25514.1	AVR58_05590	1.23e-52	351	34.473	63	646	STY25514.1 Uncharacterised protein 	L. taurinensis
SUP04294.1	AVR58_05590	3.77e-52	355	35.211	68	354	SUP04294.1 Uncharacterised protein 	L. maceachernii
KTC99589.1	AVR58_05590	1.88e-41	365	32.329	66	655	KTC99589.1 hypothetical protein Lery_0490 	L. erythra
CEK10527.1	AVR58_05590	7.11e-40	332	29.819	62	371	CEK10527.1 protein of unknown function 	L. hackeliae
AOU48750.1	AVR58_05635	0.0	315	100.000	100	315	AOU48750.1 hypothetical protein A9E85_05650 	L. pneumophila
STX34526.1	AVR58_05635	2.62e-138	318	61.635	100	314	STX34526.1 periplasmic ligand-binding sensor domain protein 	L. cincinnatiensis
SNV50281.1	AVR58_05635	4.32e-138	330	61.818	99	328	SNV50281.1 periplasmic ligand-binding sensor domain protein 	L. lansingensis
KTD69982.1	AVR58_05635	5.24e-137	318	61.321	100	314	KTD69982.1 periplasmic ligand-binding sensor domain protein 	L. santicrucis
KGP62201.1	AVR58_05635	4.75e-136	321	59.813	100	317	KGP62201.1 hypothetical protein EP47_13890 	L. norrlandica
AUH73612.1	AVR58_05635	4.93e-136	318	61.321	100	314	AUH73612.1 hypothetical protein CAB17_17325 	L. sainthelensi
CBJ12823.1	AVR58_05635	2.31e-135	318	61.321	100	314	CBJ12823.1 hypothetical protein LLO_2404 	L. longbeachae NSW150
STX45652.1	AVR58_05635	1.02e-132	316	60.443	100	312	STX45652.1 periplasmic ligand-binding sensor domain protein 	L. gratiana
SNV44667.1	AVR58_05635	1.97e-130	303	61.386	95	301	SNV44667.1 periplasmic ligand-binding sensor domain protein 	L. lansingensis
VEH11393.1	AVR58_05635	1.29e-120	319	54.232	99	317	VEH11393.1 periplasmic ligand-binding sensor domain protein 	L. jordanis
SUP01872.1	AVR58_05635	1.05e-119	313	56.869	98	314	SUP01872.1 Uncharacterised protein 	L. maceachernii
CEK10303.1	AVR58_05635	5.84e-116	321	52.336	99	320	CEK10303.1 conserved protein of unknown function 	L. hackeliae
KTC83793.1	AVR58_05635	9.02e-111	324	52.160	98	323	KTC83793.1 periplasmic ligand-binding sensor domain protein 	L. brunensis
STY28124.1	AVR58_05635	2.23e-107	313	51.757	99	314	STY28124.1 periplasmic ligand-binding sensor domain protein 	L. wadsworthii
STX44866.1	AVR58_05635	1.77e-25	290	27.586	88	324	STX44866.1 periplasmic ligand-binding sensor domain protein 	L. donaldsonii
VEG90082.1	AVR58_05635	1.83e-24	304	28.289	91	339	VEG90082.1 periplasmic ligand-binding sensor domain protein 	L. spiritensis
STX39805.1	AVR58_05635	3.55e-23	286	26.224	88	321	STX39805.1 periplasmic ligand-binding sensor domain protein 	L. feeleii
SNV07078.1	AVR58_05635	5.80e-17	302	26.490	87	573	SNV07078.1 periplasmic ligand-binding sensor domain protein 	L. waltersii
CEE14715.1	AVR58_05635	2.06e-15	252	27.778	78	334	CEE14715.1 hypothetical protein BN1094_03292 	L. massiliensis
MCL9684719.1	AVR58_05635	4.40e-14	299	26.087	91	353	MCL9684719.1 hypothetical protein LOX96_11485 	L. sp. HCPI-6
EHL32823.1	AVR58_05635	1.09e-11	299	26.087	89	359	EHL32823.1 hypothetical protein LDG_5061 	L. drancourtii LLAP12
KTD38294.1	AVR58_05635	6.39e-11	214	24.299	66	360	KTD38294.1 periplasmic ligand-binding sensor domain protein 	L. oakridgensis
STO33406.1	AVR58_05635	1.11e-10	304	25.987	93	502	STO33406.1 Uncharacterised protein 	L. bozemanae
STX75551.1	AVR58_05635	1.58e-10	304	25.658	93	523	STX75551.1 periplasmic ligand-binding sensor domain protein 	L. parisiensis
RUR26561.1	AVR58_05635	2.56e-10	258	25.969	82	488	RUR26561.1 hypothetical protein ELY20_01190 	L. qingyii
