#sallacc	qacc	evalue	length	pident	qcovs	qcovhsp	salltitles	    species
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 1 hits found
AOU49050.1	AVR58_07420	0.0	343	100.000	100	100	AOU49050.1 hypothetical protein A9E85_07210 	L. pneumophila
# BLASTP 2.14.0+
# Query: AVR58_07430
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 11 hits found
AOU49052.1	AVR58_07430	0.0	392	100.000	95	95	AOU49052.1 hypothetical protein A9E85_07220 	L. pneumophila
CEG58389.1	AVR58_07430	7.86e-20	257	28.794	64	60	CEG58389.1 conserved protein of unknown function 	L. fallonii LLAP-10
CEG58389.1	AVR58_07430	1.19e-16	178	32.022	64	42	CEG58389.1 conserved protein of unknown function 	L. fallonii LLAP-10
AOU49049.1	AVR58_07430	1.70e-18	139	37.410	34	34	AOU49049.1 hypothetical protein A9E85_07205 	L. pneumophila
STY16872.1	AVR58_07430	2.48e-15	127	37.008	31	31	STY16872.1 substrate of the Dot/Icm secretion system 	L. quateirensis
MBL7480615.1	AVR58_07430	5.98e-15	128	37.500	31	31	MBL7480615.1 hypothetical protein IZU94_11655 	L. sp. 27fs60
KTC66271.1	AVR58_07430	1.24e-14	132	36.364	32	32	KTC66271.1 LegC5 	L. adelaidensis
KTC86422.1	AVR58_07430	2.82e-07	131	29.771	32	32	KTC86422.1 LegC5 	L. brunensis
MCL9685257.1	AVR58_07430	2.82e-06	112	33.036	27	27	MCL9685257.1 hypothetical protein LOX96_14210 	L. sp. HCPI-6
CEG57708.1	AVR58_07430	3.90e-05	140	32.857	30	30	CEG57708.1 conserved protein of unknown function 	L. fallonii LLAP-10
EHL31515.1	AVR58_07430	0.007	130	28.462	29	29	EHL31515.1 hypothetical protein LDG_6446 	L. drancourtii LLAP12
# BLASTP 2.14.0+
# Query: AVR58_07450
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 59 hits found
AOU49056.1	AVR58_07450	0.0	598	100.000	100	100	AOU49056.1 hypothetical protein A9E85_07240 	L. pneumophila
KTD59116.1	AVR58_07450	2.28e-30	251	29.482	42	42	KTD59116.1 phosphatase 	L. shakespearei DSM 23087
AOU50066.1	AVR58_07450	2.09e-24	300	29.000	48	48	AOU50066.1 hypothetical protein A9E85_12695 	L. pneumophila
AYK03022.1	AVR58_07450	1.31e-23	291	28.522	46	46	AYK03022.1 hypothetical protein CAB17_12530 	L. sainthelensi
STX35347.1	AVR58_07450	8.34e-22	291	27.835	46	46	STX35347.1 phosphatase 	L. cincinnatiensis
STY26434.1	AVR58_07450	9.46e-22	255	29.412	40	40	STY26434.1 phosphatase 	L. taurinensis
KTC96441.1	AVR58_07450	3.53e-21	271	27.675	41	41	KTC96441.1 phosphatase 	L. erythra
KTC96107.1	AVR58_07450	1.12e-19	273	29.670	43	43	KTC96107.1 phosphatase 	L. erythra
STX29741.1	AVR58_07450	1.28e-11	290	27.586	43	43	STX29741.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. beliardensis
STX37337.1	AVR58_07450	8.49e-11	226	27.876	36	36	STX37337.1 coiled-coil protein 	L. feeleii
KGP63451.1	AVR58_07450	1.14e-10	108	33.333	18	18	KGP63451.1 hypothetical protein EP47_09585 	L. norrlandica
AOU47930.1	AVR58_07450	5.13e-10	163	27.607	25	25	AOU47930.1 septation initiation protein 	L. pneumophila
STX46223.1	AVR58_07450	7.93e-10	163	26.380	25	25	STX46223.1 SidE protein 	L. gratiana
STX46224.1	AVR58_07450	1.13e-09	253	24.901	39	39	STX46224.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. gratiana
KTD66611.1	AVR58_07450	1.40e-09	163	27.607	25	25	KTD66611.1 SidE protein 	L. santicrucis
KGP62488.1	AVR58_07450	1.42e-09	108	29.630	18	18	KGP62488.1 hypothetical protein EP47_09370, partial 	L. norrlandica
STX33834.1	AVR58_07450	1.76e-09	163	27.607	25	25	STX33834.1 SidE protein 	L. cincinnatiensis
CBJ10757.1	AVR58_07450	2.52e-09	215	26.047	34	34	CBJ10757.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. longbeachae NSW150
AYK03102.1	AVR58_07450	3.07e-09	163	26.994	25	25	AYK03102.1 septation initiation protein 	L. sainthelensi
KTD65941.1	AVR58_07450	4.95e-09	161	24.845	26	26	KTD65941.1 SdeA protein 	L. shakespearei DSM 23087
CBJ13543.1	AVR58_07450	5.32e-09	242	23.554	39	39	CBJ13543.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. longbeachae NSW150
AUH70951.1	AVR58_07450	6.47e-09	216	24.074	34	34	AUH70951.1 septation initiation protein 	L. sainthelensi
CBJ10756.1	AVR58_07450	1.08e-08	163	26.994	25	25	CBJ10756.1 SidE protein 	L. longbeachae NSW150
AOU49672.1	AVR58_07450	1.15e-08	201	24.876	31	31	AOU49672.1 septation initiation protein 	L. pneumophila
KTD66612.1	AVR58_07450	1.71e-08	215	25.581	34	34	KTD66612.1 hypothetical protein Lsan_0557 	L. santicrucis
STX46225.1	AVR58_07450	2.73e-08	267	22.472	41	41	STX46225.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. gratiana
STX46222.1	AVR58_07450	3.17e-08	223	23.767	34	34	STX46222.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. gratiana
QBS12205.1	AVR58_07450	3.29e-08	269	24.164	40	40	QBS12205.1 hypothetical protein E4T54_05290 	L. geestiana
STX36451.1	AVR58_07450	3.50e-08	163	26.380	25	25	STX36451.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. cincinnatiensis
STX46226.1	AVR58_07450	3.63e-08	251	24.701	40	40	STX46226.1 Similar to Sid proteins 	L. gratiana
STX33835.1	AVR58_07450	3.90e-08	215	24.651	34	34	STX33835.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. cincinnatiensis
KTD63773.1	AVR58_07450	4.11e-08	216	24.537	34	34	KTD63773.1 hypothetical protein Lsan_1206 	L. santicrucis
BCA95032.1	AVR58_07450	4.30e-08	236	27.542	34	34	BCA95032.1 hypothetical protein TUM19329_13930 	L. antarctica
AUH71706.1	AVR58_07450	5.04e-08	215	25.581	34	34	AUH71706.1 septation initiation protein 	L. sainthelensi
AOU49671.1	AVR58_07450	5.15e-08	243	25.103	39	39	AOU49671.1 septation initiation protein 	L. pneumophila
KTD63766.1	AVR58_07450	5.51e-08	273	25.275	41	41	KTD63766.1 SdeA protein 	L. santicrucis
CBJ11322.1	AVR58_07450	6.68e-08	100	34.000	17	17	CBJ11322.1 putative coiled-coil protein 	L. longbeachae NSW150
CBJ13546.1	AVR58_07450	7.67e-08	216	25.463	34	34	CBJ13546.1 Similar to Sid proteins 	L. longbeachae NSW150
STX36455.1	AVR58_07450	7.70e-08	271	25.092	41	41	STX36455.1 SdeA protein 	L. cincinnatiensis
CBJ13548.1	AVR58_07450	7.91e-08	218	27.064	34	34	CBJ13548.1 putative SdeA protein 	L. longbeachae NSW150
AOU49668.1	AVR58_07450	8.31e-08	243	25.103	39	39	AOU49668.1 septation initiation protein 	L. pneumophila
STX46228.1	AVR58_07450	1.03e-07	265	24.528	41	41	STX46228.1 SdeA protein 	L. gratiana
CEG56464.1	AVR58_07450	1.11e-07	329	24.012	46	46	CEG56464.1 protein of unknown function 	L. fallonii LLAP-10
AUH72524.1	AVR58_07450	1.65e-07	108	30.556	18	18	AUH72524.1 hypothetical protein CAB17_10965 	L. sainthelensi
STX36453.1	AVR58_07450	2.58e-07	231	23.810	36	36	STX36453.1 Similar to Sid proteins 	L. cincinnatiensis
SNV46657.1	AVR58_07450	6.05e-07	187	31.016	29	29	SNV46657.1 phosphatase 	L. lansingensis
CBJ10755.1	AVR58_07450	6.27e-07	215	24.186	34	34	CBJ10755.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. longbeachae NSW150
AUH70955.2	AVR58_07450	7.71e-07	215	25.581	34	34	AUH70955.2 septation initiation protein 	L. sainthelensi
KTD66610.1	AVR58_07450	8.03e-07	217	25.346	34	34	KTD66610.1 hypothetical protein Lsan_0555 	L. santicrucis
AYK03101.1	AVR58_07450	9.45e-07	216	25.000	34	34	AYK03101.1 septation initiation protein 	L. sainthelensi
AOU49669.1	AVR58_07450	1.29e-06	204	26.961	32	32	AOU49669.1 septation initiation protein 	L. pneumophila
CBJ11693.1	AVR58_07450	2.55e-06	110	31.818	18	18	CBJ11693.1 putative coiled-coil protein 	L. longbeachae NSW150
STX45233.1	AVR58_07450	4.26e-06	67	40.299	11	11	STX45233.1 coiled-coil protein 	L. gratiana
STX63799.1	AVR58_07450	8.40e-06	254	24.016	40	40	STX63799.1 SidE protein 	L. moravica
AOU50053.1	AVR58_07450	1.52e-05	206	25.243	32	32	AOU50053.1 septation initiation protein 	L. pneumophila
STY32537.1	AVR58_07450	2.37e-04	208	24.519	32	32	STY32537.1 SidE protein 	L. worsleiensis
EHL32764.1	AVR58_07450	0.001	310	20.645	47	47	EHL32764.1 hypothetical protein LDG_5001 	L. drancourtii LLAP12
MBL7479276.1	AVR58_07450	0.001	214	22.897	33	33	MBL7479276.1 hypothetical protein IZU94_04785 	L. sp. 27fs60
KTC97879.1	AVR58_07450	0.003	39	38.462	7	7	KTC97879.1 NAD:arginine ADP-ribosyltransferase 	L. erythra
# BLASTP 2.14.0+
# Query: AVR58_07465
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 45 hits found
AOU49059.1	AVR58_07465	4.68e-131	177	100.000	100	100	AOU49059.1 hypothetical protein A9E85_07255 	L. pneumophila
MCL9685658.1	AVR58_07465	9.21e-57	172	47.674	97	97	MCL9685658.1 hypothetical protein LOX96_16275 	L. sp. HCPI-6
KTD66235.1	AVR58_07465	2.42e-52	175	43.429	99	99	KTD66235.1 hypothetical protein Lsha_0129 	L. shakespearei DSM 23087
STX40962.1	AVR58_07465	3.28e-52	168	45.238	94	94	STX40962.1 Uncharacterised protein 	L. donaldsonii
STY17875.1	AVR58_07465	8.80e-52	177	42.938	100	100	STY17875.1 Uncharacterised protein 	L. quateirensis
MBL7479246.1	AVR58_07465	2.62e-51	177	43.503	100	100	MBL7479246.1 hypothetical protein IZU94_04630 	L. sp. 27fs60
STX39401.1	AVR58_07465	7.25e-51	168	44.643	94	94	STX39401.1 Uncharacterised protein 	L. feeleii
STY33440.1	AVR58_07465	1.92e-50	172	43.605	97	97	STY33440.1 Uncharacterised protein 	L. worsleiensis
SNU97324.1	AVR58_07465	6.87e-49	172	41.279	97	97	SNU97324.1 Uncharacterised protein 	L. waltersii
AUH71972.1	AVR58_07465	9.21e-48	174	41.954	98	98	AUH71972.1 hypothetical protein CAB17_07745 	L. sainthelensi
EHL29637.1	AVR58_07465	1.51e-47	174	39.080	98	98	EHL29637.1 hypothetical protein LDG_8602 	L. drancourtii LLAP12
KTD71449.1	AVR58_07465	2.02e-47	174	43.103	98	98	KTD71449.1 hypothetical protein Lste_0215 	L. steelei
STX62794.1	AVR58_07465	3.19e-47	172	40.116	97	97	STX62794.1 Uncharacterised protein 	L. moravica
USQ14697.1	AVR58_07465	6.31e-47	174	39.655	98	98	USQ14697.1 hypothetical protein J2N86_05170 	L. lytica
STX45983.1	AVR58_07465	7.69e-47	174	40.230	98	98	STX45983.1 Uncharacterised protein 	L. gratiana
CEG56930.1	AVR58_07465	7.74e-47	181	40.884	100	100	CEG56930.1 conserved exported protein of unknown function 	L. fallonii LLAP-10
ASQ45654.1	AVR58_07465	1.82e-44	167	40.120	94	94	ASQ45654.1 hypothetical protein clem_05490 	L. clemsonensis
BCA95687.1	AVR58_07465	1.87e-44	177	38.983	100	100	BCA95687.1 hypothetical protein TUM19329_20480 	L. antarctica
AWN75571.1	AVR58_07465	4.16e-44	174	39.655	98	98	AWN75571.1 hypothetical protein DLD14_17970 	L. anisa
WED44062.1	AVR58_07465	1.89e-43	179	35.754	100	100	WED44062.1 hypothetical protein PXX05_04550 	L. cardiaca
STX77666.1	AVR58_07465	3.45e-43	174	36.782	98	98	STX77666.1 Uncharacterised protein 	L. parisiensis
KTC78390.1	AVR58_07465	3.85e-43	181	35.359	100	100	KTC78390.1 hypothetical protein Lbru_2682 	L. brunensis
CEK10966.1	AVR58_07465	7.17e-43	180	36.667	99	99	CEK10966.1 conserved exported protein of unknown function 	L. hackeliae
RUR23679.1	AVR58_07465	7.58e-43	170	37.647	96	96	RUR23679.1 hypothetical protein ELY20_06630 	L. qingyii
STY21747.1	AVR58_07465	7.98e-43	175	38.857	97	97	STY21747.1 Uncharacterised protein 	L. steigerwaltii
CBJ11016.1	AVR58_07465	4.90e-41	174	40.230	98	98	CBJ11016.1 hypothetical protein LLO_0676 	L. longbeachae NSW150
KGP62762.1	AVR58_07465	1.39e-40	95	63.158	54	54	KGP62762.1 hypothetical protein EP47_02085, partial 	L. norrlandica
STX34157.1	AVR58_07465	1.90e-40	174	41.379	98	98	STX34157.1 Uncharacterised protein 	L. cincinnatiensis
KTD53652.1	AVR58_07465	4.16e-40	174	40.805	98	98	KTD53652.1 hypothetical protein Lsan_4062 	L. santicrucis
STO35263.1	AVR58_07465	2.02e-39	174	36.782	98	98	STO35263.1 Uncharacterised protein 	L. bozemanae
SNV49552.1	AVR58_07465	4.72e-39	181	37.017	100	100	SNV49552.1 Uncharacterised protein 	L. lansingensis
CEE12292.1	AVR58_07465	1.08e-38	145	38.621	82	82	CEE12292.1 hypothetical protein BN1094_00828 	L. massiliensis
SFL68588.1	AVR58_07465	1.80e-38	173	33.526	98	98	SFL68588.1 hypothetical protein SAMN02746073_1365 	L. jamestowniensis DSM 19215
VEH12324.1	AVR58_07465	2.79e-38	176	33.523	97	97	VEH12324.1 Uncharacterised protein 	L. jordanis
KTC99454.1	AVR58_07465	8.45e-38	172	35.465	96	96	KTC99454.1 hypothetical protein Lery_0355 	L. erythra
SUP00481.1	AVR58_07465	1.59e-37	174	33.333	97	97	SUP00481.1 Uncharacterised protein 	L. maceachernii
STY25651.1	AVR58_07465	2.18e-37	172	34.884	96	96	STY25651.1 Uncharacterised protein 	L. taurinensis
CEG62043.1	AVR58_07465	4.07e-37	172	34.884	95	95	CEG62043.1 conserved exported protein of unknown function 	L. micdadei
KTD51419.1	AVR58_07465	6.94e-37	177	37.288	97	97	KTD51419.1 hypothetical protein Lqui_0263 	L. quinlivanii
STX32611.1	AVR58_07465	7.82e-37	177	36.723	97	97	STX32611.1 Uncharacterised protein 	L. birminghamensis
STY31046.1	AVR58_07465	6.41e-36	141	35.461	80	80	STY31046.1 Uncharacterised protein 	L. wadsworthii
KTD33353.1	AVR58_07465	2.02e-31	141	36.170	80	80	KTD33353.1 hypothetical protein Lnau_3001 	L. nautarum
QBS11256.1	AVR58_07465	4.04e-21	141	29.078	79	79	QBS11256.1 hypothetical protein E4T54_00045 	L. geestiana
KTD69265.1	AVR58_07465	1.60e-11	172	25.000	96	96	KTD69265.1 hypothetical protein Lste_2423 	L. steelei
STY24442.1	AVR58_07465	1.83e-11	169	24.852	94	94	STY24442.1 Uncharacterised protein 	L. steigerwaltii
# BLASTP 2.14.0+
# Query: AVR58_07595
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 93 hits found
AOU49083.1	AVR58_07595	0.0	401	100.000	100	100	AOU49083.1 CAAX protease 	L. pneumophila
SNV10715.1	AVR58_07595	0.0	401	67.332	100	100	SNV10715.1 CAAX amino terminal protease family protein 	L. waltersii
EHL29223.1	AVR58_07595	4.89e-132	375	48.267	93	93	EHL29223.1 hypothetical protein LDG_8656 	L. drancourtii LLAP12
EHL29089.1	AVR58_07595	1.51e-130	381	47.507	95	95	EHL29089.1 CAAX amino terminal protease family protein 	L. drancourtii LLAP12
USQ15496.1	AVR58_07595	6.11e-129	388	48.196	96	96	USQ15496.1 cyclic nucleotide-binding domain-containing protein (plasmid) 	L. lytica
STX39355.1	AVR58_07595	1.10e-76	380	37.105	94	94	STX39355.1 CAAX amino terminal protease family protein 	L. feeleii
STX41033.1	AVR58_07595	9.08e-73	386	36.269	95	95	STX41033.1 CAAX amino terminal protease family protein 	L. donaldsonii
SNU97014.1	AVR58_07595	2.86e-63	348	35.345	86	86	SNU97014.1 CAAX amino terminal protease family protein 	L. waltersii
RUR09914.1	AVR58_07595	1.31e-60	412	31.068	97	97	RUR09914.1 cyclic nucleotide-binding domain-containing protein 	L. septentrionalis
CEG57560.1	AVR58_07595	1.57e-54	387	30.749	88	88	CEG57560.1 Cyclic nucleotide-binding domain/CAAX amino terminal protease family protein 	L. fallonii LLAP-10
MCL9682719.1	AVR58_07595	1.57e-52	403	29.032	92	92	MCL9682719.1 cyclic nucleotide-binding domain-containing protein 	L. sp. HCPI-6
CBJ12533.1	AVR58_07595	5.57e-51	385	31.429	88	88	CBJ12533.1 putative cAMP/cGMP binding protein 	L. longbeachae NSW150
AUH70824.1	AVR58_07595	2.66e-47	385	30.390	88	88	AUH70824.1 CPBP family intramembrane metalloprotease 	L. sainthelensi
AUH71280.1	AVR58_07595	9.59e-33	348	28.448	86	86	AUH71280.1 CPBP family intramembrane metalloprotease 	L. sainthelensi
QBS11692.1	AVR58_07595	2.66e-32	144	42.361	36	36	QBS11692.1 CPBP family intramembrane metalloprotease 	L. geestiana
STX46532.1	AVR58_07595	2.93e-31	348	27.874	86	86	STX46532.1 cyclic nucleotide-binding protein 	L. gratiana
CBJ13859.1	AVR58_07595	1.33e-29	357	27.171	89	89	CBJ13859.1 putative cyclic nucleotide-binding domain 	L. longbeachae NSW150
STX36791.1	AVR58_07595	5.19e-29	349	27.794	86	86	STX36791.1 cyclic nucleotide-binding protein 	L. cincinnatiensis
CBJ12278.1	AVR58_07595	1.35e-25	356	25.843	84	84	CBJ12278.1 Hypothetical Protein similar to CAAX amino terminal protease family protein 	L. longbeachae NSW150
KTD56973.1	AVR58_07595	3.57e-08	137	27.007	33	33	KTD56973.1 sulfate transporter 	L. santicrucis
CEE14886.1	AVR58_07595	4.00e-08	110	28.182	27	27	CEE14886.1 Cyclic nucleotide-binding domain protein 	L. massiliensis
STX27948.1	AVR58_07595	1.87e-07	136	30.147	37	33	STX27948.1 cNMP-binding protein 	L. beliardensis
STX27948.1	AVR58_07595	9.49e-05	150	25.333	37	37	STX27948.1 cNMP-binding protein 	L. beliardensis
STX50421.1	AVR58_07595	4.19e-07	126	27.778	31	31	STX50421.1 cNMP-binding protein 	L. busanensis
KTD51920.1	AVR58_07595	5.10e-07	129	30.233	31	31	KTD51920.1 cyclic nucleotide-binding protein 	L. quinlivanii
CBJ12804.1	AVR58_07595	9.21e-07	111	27.928	26	26	CBJ12804.1 putative cAMP/cGMP binding protein 	L. longbeachae NSW150
STX30304.1	AVR58_07595	1.01e-06	129	30.233	31	31	STX30304.1 cyclic nucleotide-binding protein 	L. birminghamensis
KTD67846.1	AVR58_07595	1.30e-06	124	26.613	30	30	KTD67846.1 cyclic nucleotide-binding protein 	L. steelei
QDP72026.1	AVR58_07595	1.49e-06	94	30.851	23	23	QDP72026.1 cyclic nucleotide-binding domain-containing protein 	L. israelensis
STX43650.1	AVR58_07595	1.49e-06	122	28.689	29	29	STX43650.1 cyclic nucleotide-binding protein 	L. gratiana
QBS12177.1	AVR58_07595	3.53e-06	153	26.797	37	37	QBS12177.1 cyclic nucleotide-binding domain-containing protein 	L. geestiana
RUR23447.1	AVR58_07595	3.91e-06	170	24.706	41	41	RUR23447.1 cyclic nucleotide-binding domain-containing protein 	L. qingyii
CEG60401.1	AVR58_07595	4.70e-06	131	29.008	32	32	CEG60401.1 Cyclic nucleotide-binding domain protein 	L. micdadei
STY22681.1	AVR58_07595	4.94e-06	127	25.984	32	32	STY22681.1 cyclic nucleotide-binding protein 	L. steigerwaltii
AWN74642.1	AVR58_07595	5.33e-06	127	25.984	32	32	AWN74642.1 cyclic nucleotide-binding domain-containing protein 	L. anisa
STX45634.1	AVR58_07595	8.42e-06	132	25.000	32	32	STX45634.1 cAMP/cGMP binding protein 	L. gratiana
VEG89941.1	AVR58_07595	9.15e-06	122	25.410	29	29	VEG89941.1 cyclic nucleotide-binding protein 	L. spiritensis
AUH73596.1	AVR58_07595	1.44e-05	111	26.126	26	26	AUH73596.1 cyclic nucleotide-binding domain-containing protein 	L. sainthelensi
SNV52137.1	AVR58_07595	1.89e-05	155	27.097	37	37	SNV52137.1 cNMP binding domain-containing protein 	L. lansingensis
STX28593.1	AVR58_07595	3.10e-05	145	29.655	34	34	STX28593.1 cyclic nucleotide-binding protein 	L. beliardensis
KTD56809.1	AVR58_07595	3.77e-05	117	24.786	28	28	KTD56809.1 cAMP/cGMP binding protein 	L. santicrucis
STY27403.1	AVR58_07595	4.52e-05	133	27.820	32	32	STY27403.1 sulfate transporter 	L. taurinensis
QBS11693.1	AVR58_07595	5.09e-05	93	25.806	23	23	QBS11693.1 cyclic nucleotide-binding domain-containing protein 	L. geestiana
STX92514.1	AVR58_07595	5.35e-05	118	29.661	28	28	STX92514.1 sulfate transporter 	L. londiniensis
RUR11551.1	AVR58_07595	5.67e-05	108	26.852	26	26	RUR11551.1 cyclic nucleotide-binding domain-containing protein 	L. septentrionalis
STY28588.1	AVR58_07595	6.51e-05	167	26.347	42	42	STY28588.1 patatin-like phospholipase 	L. wadsworthii
SNV11178.1	AVR58_07595	6.86e-05	108	27.778	26	26	SNV11178.1 cNMP-binding protein 	L. waltersii
VEG91519.1	AVR58_07595	8.27e-05	143	25.175	34	34	VEG91519.1 sulfate transporter 	L. spiritensis
KTD67458.1	AVR58_07595	9.18e-05	110	24.545	26	26	KTD67458.1 cAMP/cGMP binding protein 	L. steelei
STX34545.1	AVR58_07595	1.15e-04	126	24.603	30	30	STX34545.1 cAMP/cGMP binding protein 	L. cincinnatiensis
KTC94564.1	AVR58_07595	1.54e-04	133	27.068	32	32	KTC94564.1 sulfate transporter 	L. erythra
AUH71563.1	AVR58_07595	1.67e-04	161	24.845	39	39	AUH71563.1 cyclic nucleotide-binding domain-containing protein 	L. sainthelensi
STX71714.1	AVR58_07595	1.67e-04	169	21.302	41	41	STX71714.1 cNMP-binding protein 	L. parisiensis
SUP03843.1	AVR58_07595	1.72e-04	131	26.718	32	32	SUP03843.1 cAMP regulatory protein 	L. maceachernii
KTD70744.1	AVR58_07595	2.10e-04	87	32.184	22	22	KTD70744.1 cyclic nucleotide-binding protein 	L. steelei
STX44404.1	AVR58_07595	2.32e-04	131	23.664	32	32	STX44404.1 cyclic nucleotide-binding protein 	L. gratiana
STX35033.1	AVR58_07595	2.86e-04	131	24.427	32	32	STX35033.1 cyclic nucleotide-binding protein 	L. cincinnatiensis
CBJ13743.1	AVR58_07595	2.96e-04	109	26.606	26	26	CBJ13743.1 putative sulfate transporter 	L. longbeachae NSW150
STX33683.1	AVR58_07595	3.31e-04	161	23.602	39	39	STX33683.1 cNMP-binding protein 	L. cincinnatiensis
KTD35701.1	AVR58_07595	3.31e-04	108	28.704	26	26	KTD35701.1 cyclic nucleotide-binding protein 	L. nautarum
KTD71043.1	AVR58_07595	3.55e-04	111	27.928	25	25	KTD71043.1 cyclic nucleotide-binding protein 	L. steelei
CBJ10589.1	AVR58_07595	4.17e-04	133	22.556	33	33	CBJ10589.1 cNMP_binding protein, similar to eukaryotic cGMP-dependent protein kinase 	L. longbeachae NSW150
STX51100.1	AVR58_07595	4.29e-04	128	25.781	31	31	STX51100.1 cyclic nucleotide-binding protein 	L. busanensis
AWN72687.1	AVR58_07595	5.16e-04	168	20.238	41	41	AWN72687.1 cyclic nucleotide-binding domain-containing protein 	L. anisa
STX35090.1	AVR58_07595	5.80e-04	167	22.754	37	37	STX35090.1 sulfate transporter 	L. cincinnatiensis
STY22223.1	AVR58_07595	6.05e-04	113	26.549	25	25	STY22223.1 cyclic nucleotide-binding protein 	L. steigerwaltii
CEE13290.1	AVR58_07595	6.12e-04	129	25.581	31	31	CEE13290.1 Cyclic nucleotide-gated potassium channel 	L. massiliensis
CEE14100.1	AVR58_07595	7.70e-04	73	32.877	18	18	CEE14100.1 putative ABC transporter ATP-binding protein 	L. massiliensis
STO32571.1	AVR58_07595	7.88e-04	169	21.893	41	41	STO32571.1 transcriptional activator FtrB 	L. bozemanae
